,open_time,open,high,low,close,volume,close_time,qav,num_trades,taker_base_vol,taker_quote_vol,ignore
2021-05-04 12:44:59.999,1620124200000,6.92390000,7.00000000,6.88630000,6.99850000,145652.90000000,1620125099999,1010870.49256000,2152,75950.20000000,527571.21730000,0
2021-05-04 12:59:59.999,1620125100000,6.98280000,7.00990000,6.92010000,6.93500000,143792.60000000,1620125999999,1004242.88344000,2002,77407.40000000,540888.74568000,0
2021-05-04 13:14:59.999,1620126000000,6.93490000,6.94090000,6.83010000,6.89330000,107512.50000000,1620126899999,740398.43404000,1871,43723.30000000,301310.28173000,0
2021-05-04 13:29:59.999,1620126900000,6.89330000,6.94610000,6.80000000,6.89040000,119034.70000000,1620127799999,816887.76663000,2018,45878.00000000,315450.56004000,0
2021-05-04 13:44:59.999,1620127800000,6.90000000,6.91170000,6.85510000,6.89000000,89082.30000000,1620128699999,613301.90472000,1297,31773.90000000,218783.62346000,0
2021-05-04 13:59:59.999,1620128700000,6.89000000,6.89570000,6.80000000,6.80440000,148605.50000000,1620129599999,1014922.22884000,1468,64051.30000000,437550.43421000,0
2021-05-04 14:14:59.999,1620129600000,6.80440000,6.86050000,6.58010000,6.60130000,484248.70000000,1620130499999,3247161.06994000,3663,137329.10000000,916442.52940000,0
2021-05-04 14:29:59.999,1620130500000,6.62290000,6.67330000,6.48880000,6.48890000,502051.40000000,1620131399999,3302921.40050000,4811,216022.70000000,1425701.21249000,0
2021-05-04 14:44:59.999,1620131400000,6.49400000,6.70150000,6.47000000,6.56000000,380398.10000000,1620132299999,2494415.83480000,4751,167047.90000000,1096144.79445000,0
2021-05-04 14:59:59.999,1620132300000,6.55030000,6.70240000,6.50080000,6.60490000,287544.20000000,1620133199999,1897202.15486000,3905,149524.50000000,987730.54236000,0
2021-05-04 15:14:59.999,1620133200000,6.60810000,6.61990000,6.50000000,6.50010000,139249.50000000,1620134099999,911597.81165000,2238,50189.40000000,329119.91521000,0
2021-05-04 15:29:59.999,1620134100000,6.50010000,6.55430000,6.37890000,6.37990000,290856.30000000,1620134999999,1880073.45054000,3671,113261.60000000,732432.41059000,0
2021-05-04 15:44:59.999,1620135000000,6.37830000,6.39050000,6.25010000,6.31030000,468453.00000000,1620135899999,2961051.14044000,5434,195917.90000000,1237792.68930000,0
2021-05-04 15:59:59.999,1620135900000,6.31400000,6.50000000,6.28010000,6.45000000,344446.90000000,1620136799999,2201500.44820000,3961,166567.70000000,1065716.27443000,0
2021-05-04 16:14:59.999,1620136800000,6.44500000,6.44760000,6.24540000,6.24990000,436495.80000000,1620137699999,2749855.54330000,3826,153890.70000000,972537.15891000,0
2021-05-04 16:29:59.999,1620137700000,6.24990000,6.41990000,6.21430000,6.32000000,356236.60000000,1620138599999,2247488.42226000,4039,176473.80000000,1113170.20639000,0
2021-05-04 16:44:59.999,1620138600000,6.29390000,6.32000000,6.00030000,6.15270000,681212.10000000,1620139499999,4183678.20238000,7143,206731.60000000,1273785.67883000,0
2021-05-04 16:59:59.999,1620139500000,6.16510000,6.35710000,6.05210000,6.28990000,351789.00000000,1620140399999,2194283.51511000,3730,164276.80000000,1024656.94491000,0
2021-05-04 17:14:59.999,1620140400000,6.28470000,6.31000000,6.00010000,6.05470000,535325.60000000,1620141299999,3262675.06528000,5063,183341.00000000,1122684.60054000,0
2021-05-04 17:29:59.999,1620141300000,6.05470000,6.20000000,5.77880000,6.15190000,1261396.20000000,1620142199999,7520390.03284000,8693,436378.60000000,2604057.11487000,0
2021-05-04 17:44:59.999,1620142200000,6.15190000,6.28150000,6.05300000,6.18780000,573685.20000000,1620143099999,3552636.91068000,4385,229710.40000000,1420388.31274000,0
2021-05-04 17:59:59.999,1620143100000,6.18780000,6.32990000,6.03010000,6.11140000,406404.20000000,1620143999999,2518286.52076000,4624,189219.00000000,1174984.43400000,0
2021-05-04 18:14:59.999,1620144000000,6.11920000,6.35000000,5.89990000,6.25210000,577177.90000000,1620144899999,3550993.35533000,5073,284022.40000000,1749352.33157000,0
2021-05-04 18:29:59.999,1620144900000,6.25120000,6.33980000,6.15640000,6.31290000,236137.50000000,1620145799999,1476834.24871000,2657,111551.70000000,697131.72089000,0
2021-05-04 18:44:59.999,1620145800000,6.31280000,6.31300000,6.10000000,6.11800000,231079.00000000,1620146699999,1429834.72390000,2943,96097.60000000,594492.30521000,0
2021-05-04 18:59:59.999,1620146700000,6.11770000,6.21500000,5.99200000,6.16590000,348470.30000000,1620147599999,2123017.42099000,3306,160698.20000000,979105.94637000,0
2021-05-04 19:14:59.999,1620147600000,6.17860000,6.24990000,6.05000000,6.08870000,271627.30000000,1620148499999,1669902.27103000,3308,132173.50000000,813307.15884000,0
2021-05-04 19:29:59.999,1620148500000,6.08880000,6.15000000,5.99130000,6.12040000,253824.30000000,1620149399999,1536607.30600000,3214,114570.60000000,695060.50408000,0
2021-05-04 19:44:59.999,1620149400000,6.12040000,6.20000000,6.05000000,6.07720000,213385.10000000,1620150299999,1301692.57918000,2402,116928.80000000,713852.41211000,0
2021-05-04 19:59:59.999,1620150300000,6.07710000,6.17240000,6.06320000,6.16920000,143114.80000000,1620151199999,875767.24389000,1740,85087.20000000,520560.06677000,0
2021-05-04 20:14:59.999,1620151200000,6.16500000,6.24990000,6.16190000,6.24120000,144604.10000000,1620152099999,896065.58385000,1872,58555.30000000,363060.13691000,0
2021-05-04 20:29:59.999,1620152100000,6.24120000,6.28550000,6.05950000,6.21070000,173288.50000000,1620152999999,1070297.83141000,2997,71438.90000000,442192.49370000,0
2021-05-04 20:44:59.999,1620153000000,6.20640000,6.21980000,6.08500000,6.16660000,119561.90000000,1620153899999,735091.92278000,1583,67565.70000000,415619.60232000,0
2021-05-04 20:59:59.999,1620153900000,6.16660000,6.46990000,6.14620000,6.35060000,222238.90000000,1620154799999,1394385.49202000,3000,113508.40000000,713859.57239000,0
2021-05-04 21:14:59.999,1620154800000,6.34950000,6.39700000,6.23200000,6.25030000,144924.50000000,1620155699999,918539.76336000,1987,67807.90000000,430314.21156000,0
2021-05-04 21:29:59.999,1620155700000,6.25590000,6.28720000,6.16270000,6.16610000,75196.70000000,1620156599999,468957.39896000,1484,42409.20000000,264811.05537000,0
2021-05-04 21:44:59.999,1620156600000,6.16340000,6.29470000,6.10180000,6.27890000,123076.90000000,1620157499999,761286.85410000,2061,61324.00000000,380072.20373000,0
2021-05-04 21:59:59.999,1620157500000,6.26200000,6.28040000,6.19020000,6.24470000,41019.30000000,1620158399999,255227.06112000,838,26495.70000000,164833.33392000,0
2021-05-04 22:14:59.999,1620158400000,6.23870000,6.37220000,6.21790000,6.32680000,87348.40000000,1620159299999,551256.33139000,1499,36561.30000000,230520.92710000,0
2021-05-04 22:29:59.999,1620159300000,6.32680000,6.32680000,6.22010000,6.23010000,51858.50000000,1620160199999,324579.71660000,1024,21427.10000000,134367.74199000,0
2021-05-04 22:44:59.999,1620160200000,6.23010000,6.25000000,6.15300000,6.20990000,78731.20000000,1620161099999,487375.51716000,1188,31946.20000000,197878.66488000,0
2021-05-04 22:59:59.999,1620161100000,6.20990000,6.30000000,6.20010000,6.28190000,87954.40000000,1620161999999,548793.07699000,1090,62449.10000000,389788.99252000,0
2021-05-04 23:14:59.999,1620162000000,6.29330000,6.30000000,6.22580000,6.27770000,112652.60000000,1620162899999,707126.22677000,1360,51806.10000000,325162.04730000,0
2021-05-04 23:29:59.999,1620162900000,6.26490000,6.27810000,6.20020000,6.20020000,72992.50000000,1620163799999,455187.35058000,1096,42328.70000000,263995.60583000,0
2021-05-04 23:44:59.999,1620163800000,6.20970000,6.22000000,6.12000000,6.17930000,103661.50000000,1620164699999,639633.04416000,1348,46726.60000000,288604.70363000,0
2021-05-04 23:59:59.999,1620164700000,6.17930000,6.22000000,6.14010000,6.19770000,47705.00000000,1620165599999,295164.20502000,872,24563.00000000,152090.64290000,0
2021-05-05 00:14:59.999,1620165600000,6.19780000,6.22820000,6.14100000,6.14990000,78264.20000000,1620166499999,483540.32727000,957,41082.20000000,254015.63357000,0
2021-05-05 00:29:59.999,1620166500000,6.15000000,6.16910000,6.10000000,6.11940000,58034.50000000,1620167399999,355225.99125000,906,34826.60000000,213162.67987000,0
2021-05-05 00:44:59.999,1620167400000,6.10030000,6.14910000,6.05250000,6.07040000,76653.20000000,1620168299999,467274.39601000,1110,24474.70000000,149322.63251000,0
2021-05-05 00:59:59.999,1620168300000,6.05260000,6.24440000,6.04400000,6.20000000,76209.90000000,1620169199999,467859.89724000,1354,53274.30000000,327175.52863000,0
2021-05-05 01:14:59.999,1620169200000,6.19980000,6.21000000,6.12420000,6.20230000,56130.50000000,1620170099999,345790.24502000,1057,29000.50000000,178757.06317000,0
2021-05-05 01:29:59.999,1620170100000,6.19990000,6.22000000,6.14100000,6.14100000,73567.70000000,1620170999999,455463.91743000,898,37727.00000000,233712.86489000,0
2021-05-05 01:44:59.999,1620171000000,6.15300000,6.17000000,6.11000000,6.12570000,60655.30000000,1620171899999,372925.69281000,647,25955.00000000,159658.64981000,0
2021-05-05 01:59:59.999,1620171900000,6.12570000,6.12570000,6.00000000,6.02850000,160433.00000000,1620172799999,969272.21322000,2139,42500.70000000,257357.58398000,0
2021-05-05 02:14:59.999,1620172800000,6.02850000,6.20000000,5.92000000,6.14230000,187567.00000000,1620173699999,1139249.46914000,2608,71760.60000000,437921.30965000,0
2021-05-05 02:29:59.999,1620173700000,6.14300000,6.26740000,6.12570000,6.24510000,137943.10000000,1620174599999,855674.88152000,1666,82452.50000000,511618.79080000,0
2021-05-05 02:44:59.999,1620174600000,6.24520000,6.54970000,6.24520000,6.54970000,469317.00000000,1620175499999,3015506.97374000,4904,255278.50000000,1640454.16079000,0
2021-05-05 02:59:59.999,1620175500000,6.54960000,6.57980000,6.40350000,6.48420000,307716.00000000,1620176399999,1998973.82260000,3750,157101.30000000,1020206.43572000,0
2021-05-05 03:14:59.999,1620176400000,6.47530000,6.56000000,6.39590000,6.54480000,235729.40000000,1620177299999,1526065.69879000,3005,86189.80000000,558099.10470000,0
2021-05-05 03:29:59.999,1620177300000,6.54570000,6.73990000,6.53410000,6.63870000,541421.10000000,1620178199999,3611135.87687000,5105,224768.10000000,1497230.23966000,0
2021-05-05 03:44:59.999,1620178200000,6.64600000,6.65990000,6.46690000,6.59860000,262758.20000000,1620179099999,1720581.35879000,3330,125492.10000000,821553.87599000,0
2021-05-05 03:59:59.999,1620179100000,6.58000000,6.80000000,6.26930000,6.47230000,482150.40000000,1620179999999,3131264.04340000,9979,223363.80000000,1463271.67077000,0
2021-05-05 04:14:59.999,1620180000000,6.46580000,6.52400000,6.32590000,6.52400000,208899.70000000,1620180899999,1339905.92820000,3482,115458.60000000,740811.11203000,0
2021-05-05 04:29:59.999,1620180900000,6.52400000,6.60000000,6.45310000,6.48880000,180680.70000000,1620181799999,1176990.69362000,2198,102620.10000000,668911.48176000,0
2021-05-05 04:44:59.999,1620181800000,6.48890000,6.54990000,6.45950000,6.52000000,122239.10000000,1620182699999,794374.23037000,1301,62775.10000000,408019.62884000,0
2021-05-05 04:59:59.999,1620182700000,6.52000000,6.68790000,6.51980000,6.66550000,229815.30000000,1620183599999,1517537.35271000,3081,124040.20000000,820191.32693000,0
2021-05-05 05:14:59.999,1620183600000,6.66550000,6.66550000,6.49670000,6.51670000,201067.70000000,1620184499999,1319108.73268000,2484,121602.40000000,798238.21099000,0
2021-05-05 05:29:59.999,1620184500000,6.51280000,6.54420000,6.39280000,6.39900000,189282.60000000,1620185399999,1219595.19731000,2647,92704.40000000,597217.60865000,0
2021-05-05 05:44:59.999,1620185400000,6.39470000,6.40000000,6.25800000,6.28960000,306279.20000000,1620186299999,1932480.52457000,2668,147484.00000000,931231.20835000,0
2021-05-05 05:59:59.999,1620186300000,6.29980000,6.38000000,6.18880000,6.24120000,251260.40000000,1620187199999,1574321.71744000,2644,115965.90000000,727095.81359000,0
2021-05-05 06:14:59.999,1620187200000,6.26340000,6.26340000,6.10000000,6.12630000,300647.20000000,1620188099999,1858549.56511000,3034,148835.70000000,919884.02911000,0
2021-05-05 06:29:59.999,1620188100000,6.12620000,6.19990000,6.11000000,6.11500000,112676.30000000,1620188999999,693564.18205000,1806,52317.30000000,322196.72522000,0
2021-05-05 06:44:59.999,1620189000000,6.11990000,6.36090000,6.11000000,6.21170000,263791.10000000,1620189899999,1649873.31894000,3114,122084.30000000,763375.77501000,0
2021-05-05 06:59:59.999,1620189900000,6.21850000,6.38190000,6.12390000,6.20670000,170504.30000000,1620190799999,1057954.11016000,2196,85779.80000000,533087.13312000,0
2021-05-05 07:14:59.999,1620190800000,6.21150000,6.21600000,6.15000000,6.20000000,170634.40000000,1620191699999,1056373.32497000,1490,38524.40000000,238361.09523000,0
2021-05-05 07:29:59.999,1620191700000,6.20410000,6.35680000,6.16710000,6.34970000,208705.80000000,1620192599999,1308965.94488000,1974,102618.80000000,644007.99007000,0
2021-05-05 07:44:59.999,1620192600000,6.34090000,6.34610000,6.22760000,6.31320000,152814.80000000,1620193499999,962994.95615000,1991,62565.00000000,394152.77962000,0
2021-05-05 07:59:59.999,1620193500000,6.30800000,6.32000000,6.16000000,6.19990000,151457.40000000,1620194399999,941139.13813000,2155,61338.60000000,381340.82627000,0
2021-05-05 08:14:59.999,1620194400000,6.20000000,6.22440000,6.17030000,6.19630000,105864.80000000,1620195299999,656339.65838000,1312,44232.90000000,274282.95867000,0
2021-05-05 08:29:59.999,1620195300000,6.19630000,6.20980000,6.08810000,6.15530000,188490.40000000,1620196199999,1157129.27661000,1715,78038.50000000,479397.68972000,0
2021-05-05 08:44:59.999,1620196200000,6.15360000,6.20000000,6.08000000,6.11000000,153670.40000000,1620197099999,943410.17329000,1871,61632.40000000,378780.24612000,0
2021-05-05 08:59:59.999,1620197100000,6.10460000,6.19990000,6.08000000,6.16600000,152108.30000000,1620197999999,929994.40201000,1627,73583.80000000,449861.80298000,0
2021-05-05 09:14:59.999,1620198000000,6.16600000,6.27350000,6.15600000,6.24920000,106267.30000000,1620198899999,659253.60148000,1492,51072.30000000,317064.56224000,0
2021-05-05 09:29:59.999,1620198900000,6.24900000,6.32090000,6.24260000,6.30370000,203562.40000000,1620199799999,1281684.74337000,2081,99754.10000000,628413.77175000,0
2021-05-05 09:44:59.999,1620199800000,6.30370000,6.50000000,6.30360000,6.48540000,367565.10000000,1620200699999,2355875.19962000,4781,214039.60000000,1372546.01612000,0
2021-05-05 09:59:59.999,1620200700000,6.48500000,6.50000000,6.34600000,6.36490000,265291.30000000,1620201599999,1705733.35953000,2606,146422.70000000,940382.92173000,0
2021-05-05 10:14:59.999,1620201600000,6.36490000,6.40000000,6.33210000,6.35020000,138946.50000000,1620202499999,887020.07515000,1596,80796.20000000,516059.69617000,0
2021-05-05 10:29:59.999,1620202500000,6.35760000,6.46000000,6.29410000,6.45700000,278448.30000000,1620203399999,1780643.44238000,2259,190872.40000000,1221259.17341000,0
2021-05-05 10:44:59.999,1620203400000,6.45010000,6.49230000,6.40100000,6.42310000,206119.60000000,1620204299999,1331304.40007000,2010,96551.40000000,623643.88584000,0
2021-05-05 10:59:59.999,1620204300000,6.42830000,6.51850000,6.42080000,6.44500000,200361.80000000,1620205199999,1299334.29150000,2168,80489.60000000,521829.90789000,0
2021-05-05 11:14:59.999,1620205200000,6.44020000,6.55000000,6.39630000,6.49250000,290617.60000000,1620206099999,1886478.28095000,2421,138049.20000000,896871.80671000,0
2021-05-05 11:29:59.999,1620206100000,6.48730000,6.48970000,6.41880000,6.43700000,96784.60000000,1620206999999,625109.54767000,1314,42963.60000000,277512.39283000,0
2021-05-05 11:44:59.999,1620207000000,6.43730000,6.50000000,6.40000000,6.44000000,212433.00000000,1620207899999,1373568.63289000,1624,124365.30000000,805299.17189000,0
2021-05-05 11:59:59.999,1620207900000,6.43930000,6.45520000,6.34700000,6.41490000,140394.10000000,1620208799999,898302.78849000,1876,54373.00000000,348095.67676000,0
2021-05-05 12:14:59.999,1620208800000,6.41480000,6.42990000,6.40000000,6.41880000,66504.70000000,1620209699999,426687.11656000,1017,36433.50000000,233832.40397000,0
2021-05-05 12:29:59.999,1620209700000,6.41960000,6.43000000,6.30170000,6.31380000,144881.30000000,1620210599999,921984.23107000,1986,69541.70000000,442418.00580000,0
2021-05-05 12:44:59.999,1620210600000,6.31380000,6.33610000,6.19370000,6.21990000,295021.10000000,1620211499999,1845797.33983000,2766,142883.40000000,893943.11345000,0
2021-05-05 12:59:59.999,1620211500000,6.21990000,6.38000000,6.20150000,6.30490000,178453.80000000,1620212399999,1116415.28286000,2018,113407.70000000,709615.02254000,0
2021-05-05 13:14:59.999,1620212400000,6.28790000,6.38000000,6.23440000,6.25480000,176998.30000000,1620213299999,1114589.02836000,1930,88228.60000000,555181.93741000,0
2021-05-05 13:29:59.999,1620213300000,6.25480000,6.33490000,6.25000000,6.25900000,122459.70000000,1620214199999,769831.67845000,1496,60879.40000000,382978.50966000,0
2021-05-05 13:44:59.999,1620214200000,6.25880000,6.28680000,6.22010000,6.23820000,107880.70000000,1620215099999,673540.40400000,1449,37938.50000000,237064.19852000,0
2021-05-05 13:59:59.999,1620215100000,6.23920000,6.25990000,6.15000000,6.19140000,209421.20000000,1620215999999,1297472.15488000,2003,89412.50000000,554340.85997000,0
2021-05-05 14:14:59.999,1620216000000,6.19290000,6.29000000,6.18000000,6.28980000,192670.20000000,1620216899999,1199751.96291000,1687,104941.50000000,653808.45443000,0
2021-05-05 14:29:59.999,1620216900000,6.28300000,6.45030000,6.27990000,6.37590000,248005.60000000,1620217799999,1583353.95215000,2925,109099.40000000,696704.08201000,0
2021-05-05 14:44:59.999,1620217800000,6.37080000,6.37390000,6.28770000,6.28770000,159430.60000000,1620218699999,1007785.70946000,1749,77070.10000000,487278.09724000,0
2021-05-05 14:59:59.999,1620218700000,6.28770000,6.37990000,6.25000000,6.36420000,131329.40000000,1620219599999,827464.43234000,1461,76249.80000000,480276.66898000,0
2021-05-05 15:14:59.999,1620219600000,6.35980000,6.39000000,6.24500000,6.26660000,203527.00000000,1620220499999,1285213.18943000,2242,96142.30000000,607041.85303000,0
2021-05-05 15:29:59.999,1620220500000,6.26620000,6.34520000,6.25920000,6.31500000,89467.60000000,1620221399999,564362.32161000,1168,47044.90000000,296753.23595000,0
2021-05-05 15:44:59.999,1620221400000,6.31180000,6.39000000,6.26050000,6.39000000,155065.60000000,1620222299999,979814.11387000,1768,73472.20000000,464629.31722000,0
2021-05-05 15:59:59.999,1620222300000,6.38670000,6.50000000,6.37210000,6.47070000,335185.40000000,1620223199999,2168116.64699000,3467,167914.10000000,1086685.53953000,0
2021-05-05 16:14:59.999,1620223200000,6.47500000,6.48490000,6.34000000,6.44990000,231898.40000000,1620224099999,1483010.40467000,2369,112538.10000000,719739.98335000,0
2021-05-05 16:29:59.999,1620224100000,6.44990000,6.45000000,6.35000000,6.38450000,206642.70000000,1620224999999,1321308.98941000,1905,75546.00000000,483498.86235000,0
2021-05-05 16:44:59.999,1620225000000,6.38430000,6.44000000,6.30030000,6.39140000,210718.50000000,1620225899999,1338762.11757000,3236,113449.20000000,721240.32063000,0
2021-05-05 16:59:59.999,1620225900000,6.38630000,6.49990000,6.38620000,6.49000000,275919.70000000,1620226799999,1786006.53715000,2296,143169.80000000,926322.95742000,0
2021-05-05 17:14:59.999,1620226800000,6.48020000,6.48850000,6.38390000,6.45000000,142346.80000000,1620227699999,917517.55848000,1642,59978.30000000,386415.16397000,0
2021-05-05 17:29:59.999,1620227700000,6.44430000,6.47980000,6.32340000,6.35040000,167845.20000000,1620228599999,1075983.35030000,1865,58213.70000000,373072.29180000,0
2021-05-05 17:44:59.999,1620228600000,6.35030000,6.41990000,6.35030000,6.36940000,112883.20000000,1620229499999,719481.89088000,1359,50762.70000000,323561.06633000,0
2021-05-05 17:59:59.999,1620229500000,6.36480000,6.44840000,6.36100000,6.38060000,183282.60000000,1620230399999,1172846.82820000,1379,59126.00000000,378636.61874000,0
2021-05-05 18:14:59.999,1620230400000,6.38160000,6.39990000,6.25690000,6.26000000,354438.10000000,1620231299999,2243876.26283000,2213,69412.80000000,439506.13970000,0
2021-05-05 18:29:59.999,1620231300000,6.26000000,6.33580000,6.26000000,6.27740000,172283.80000000,1620232199999,1083086.57023000,1820,78806.70000000,495656.40394000,0
2021-05-05 18:44:59.999,1620232200000,6.27860000,6.34630000,6.22400000,6.22520000,200372.70000000,1620233099999,1258607.59101000,2216,81578.00000000,512564.78788000,0
2021-05-05 18:59:59.999,1620233100000,6.22580000,6.25920000,6.21150000,6.21950000,148807.50000000,1620233999999,927351.63399000,1760,62632.10000000,390450.86279000,0
2021-05-05 19:14:59.999,1620234000000,6.21950000,6.30610000,6.21010000,6.26540000,106323.70000000,1620234899999,664180.90936000,1571,44396.90000000,277317.08269000,0
2021-05-05 19:29:59.999,1620234900000,6.27910000,6.29990000,6.22800000,6.26760000,98752.40000000,1620235799999,617470.06383000,1379,36058.90000000,225730.93216000,0
2021-05-05 19:44:59.999,1620235800000,6.26750000,6.28500000,6.23000000,6.27330000,79237.80000000,1620236699999,495521.29974000,1100,31627.70000000,197913.85022000,0
2021-05-05 19:59:59.999,1620236700000,6.27670000,6.29990000,6.21000000,6.22070000,105017.30000000,1620237599999,657399.11472000,1069,44131.60000000,276344.55521000,0
2021-05-05 20:14:59.999,1620237600000,6.22430000,6.28990000,6.22070000,6.28800000,44469.30000000,1620238499999,278352.34074000,801,28402.80000000,177821.00811000,0
2021-05-05 20:29:59.999,1620238500000,6.28400000,6.29000000,6.25070000,6.27230000,42952.20000000,1620239399999,269287.27355000,833,19717.30000000,123674.95857000,0
2021-05-05 20:44:59.999,1620239400000,6.27230000,6.27740000,6.22070000,6.23360000,61984.40000000,1620240299999,387249.79749000,763,21364.00000000,133547.65864000,0
2021-05-05 20:59:59.999,1620240300000,6.23360000,6.35000000,6.21100000,6.29190000,80905.90000000,1620241199999,506241.09477000,1115,54586.30000000,341900.34423000,0
2021-05-05 21:14:59.999,1620241200000,6.30210000,6.32500000,6.25010000,6.28380000,82092.70000000,1620242099999,516325.93843000,1178,31482.20000000,198147.69069000,0
2021-05-05 21:29:59.999,1620242100000,6.27250000,6.33300000,6.25740000,6.31370000,58365.50000000,1620242999999,367875.59697000,909,28027.20000000,176666.91362000,0
2021-05-05 21:44:59.999,1620243000000,6.31400000,6.38200000,6.27510000,6.37360000,109117.00000000,1620243899999,692028.94507000,1431,51075.50000000,324278.79436000,0
2021-05-05 21:59:59.999,1620243900000,6.36440000,6.39600000,6.32000000,6.37310000,103084.40000000,1620244799999,656415.73840000,1209,50021.90000000,318757.56894000,0
2021-05-05 22:14:59.999,1620244800000,6.37500000,6.43730000,6.36770000,6.42510000,113185.70000000,1620245699999,723804.73623000,1530,40200.40000000,257321.88471000,0
2021-05-05 22:29:59.999,1620245700000,6.43020000,6.45000000,6.23970000,6.29240000,157573.60000000,1620246599999,999632.24200000,2577,52889.90000000,334791.17325000,0
2021-05-05 22:44:59.999,1620246600000,6.27690000,6.35900000,6.25420000,6.30030000,60132.20000000,1620247499999,378790.69988000,1116,30582.10000000,192795.55187000,0
2021-05-05 22:59:59.999,1620247500000,6.29920000,6.30720000,6.26270000,6.29440000,44171.00000000,1620248399999,277751.95561000,735,23332.20000000,146768.20748000,0
2021-05-05 23:14:59.999,1620248400000,6.29440000,6.30000000,6.22440000,6.28190000,63986.90000000,1620249299999,401167.33291000,1023,32890.80000000,206277.29151000,0
2021-05-05 23:29:59.999,1620249300000,6.28950000,6.29740000,6.21000000,6.25590000,63023.10000000,1620250199999,393967.29178000,941,23076.30000000,144703.92639000,0
2021-05-05 23:44:59.999,1620250200000,6.27890000,6.33560000,6.24840000,6.31080000,53666.10000000,1620251099999,337969.48177000,718,33050.30000000,208167.95152000,0
2021-05-05 23:59:59.999,1620251100000,6.33220000,6.35820000,6.22000000,6.23110000,61590.70000000,1620251999999,386289.88615000,994,14942.20000000,93919.10648000,0
2021-05-06 00:14:59.999,1620252000000,6.24630000,6.28190000,6.21000000,6.26720000,68054.60000000,1620252899999,424010.17295000,947,23398.50000000,146092.79548000,0
2021-05-06 00:29:59.999,1620252900000,6.24640000,6.29240000,6.21000000,6.25000000,84481.10000000,1620253799999,528023.48753000,961,23884.70000000,149575.05915000,0
2021-05-06 00:44:59.999,1620253800000,6.25000000,6.25960000,6.21690000,6.23580000,70211.00000000,1620254699999,437943.42499000,961,40376.20000000,252011.42872000,0
2021-05-06 00:59:59.999,1620254700000,6.23580000,6.25930000,6.22000000,6.22200000,66237.30000000,1620255599999,413293.39030000,1000,24866.50000000,155368.31748000,0
2021-05-06 01:14:59.999,1620255600000,6.24220000,6.24290000,6.16950000,6.19160000,370071.80000000,1620256499999,2293091.11079000,2207,90087.00000000,557924.44074000,0
2021-05-06 01:29:59.999,1620256500000,6.18380000,6.25880000,6.18040000,6.22000000,95849.10000000,1620257399999,595175.58359000,1367,54800.80000000,340319.09193000,0
2021-05-06 01:44:59.999,1620257400000,6.22000000,6.22480000,6.16950000,6.17290000,106565.50000000,1620258299999,659847.26610000,1122,41431.00000000,256996.99698000,0
2021-05-06 01:59:59.999,1620258300000,6.17290000,6.18990000,6.15000000,6.16360000,107112.60000000,1620259199999,660317.31222000,1521,38963.90000000,240333.77750000,0
2021-05-06 02:14:59.999,1620259200000,6.16090000,6.19120000,6.15060000,6.17000000,141197.00000000,1620260099999,869977.46487000,1257,40888.40000000,252009.44132000,0
2021-05-06 02:29:59.999,1620260100000,6.16220000,6.17000000,6.10000000,6.13200000,282666.50000000,1620260999999,1730222.65485000,2151,100584.60000000,617115.75542000,0
2021-05-06 02:44:59.999,1620261000000,6.10540000,6.17770000,6.00000000,6.01690000,350840.70000000,1620261899999,2129632.88284000,3568,109109.70000000,665452.32638000,0
2021-05-06 02:59:59.999,1620261900000,6.01630000,6.09950000,5.90000000,5.98940000,479165.50000000,1620262799999,2862349.68278000,5179,142434.80000000,856257.79242000,0
2021-05-06 03:14:59.999,1620262800000,5.98940000,6.02360000,5.80000000,5.92570000,791791.70000000,1620263699999,4663104.63353000,5782,304534.00000000,1796967.35267000,0
2021-05-06 03:29:59.999,1620263700000,5.92120000,6.20000000,5.92110000,6.18580000,513686.00000000,1620264599999,3116876.44625000,4181,235102.20000000,1428179.22281000,0
2021-05-06 03:44:59.999,1620264600000,6.19840000,6.28620000,6.10520000,6.13620000,222647.10000000,1620265499999,1379894.70799000,3361,115784.30000000,716864.63525000,0
2021-05-06 03:59:59.999,1620265500000,6.13620000,6.19990000,6.12010000,6.13800000,76723.00000000,1620266399999,472556.20722000,1196,24687.00000000,152292.33576000,0
2021-05-06 04:14:59.999,1620266400000,6.13720000,6.15570000,6.06130000,6.14880000,86847.50000000,1620267299999,531344.73372000,1197,37219.80000000,227596.76321000,0
2021-05-06 04:29:59.999,1620267300000,6.14870000,6.21000000,6.07460000,6.13500000,66807.30000000,1620268199999,410160.74412000,1368,32436.30000000,199466.94950000,0
2021-05-06 04:44:59.999,1620268200000,6.13010000,6.13250000,6.07210000,6.08780000,91645.60000000,1620269099999,558659.68532000,1060,42394.00000000,258491.34195000,0
2021-05-06 04:59:59.999,1620269100000,6.09920000,6.09940000,6.07850000,6.08840000,72286.60000000,1620269999999,439808.13063000,756,16690.30000000,101593.52985000,0
2021-05-06 05:14:59.999,1620270000000,6.08210000,6.08790000,5.92000000,6.05500000,165544.60000000,1620270899999,997716.30414000,3074,59251.40000000,357927.17761000,0
2021-05-06 05:29:59.999,1620270900000,6.05210000,6.08030000,5.98300000,6.01080000,108054.10000000,1620271799999,651487.37754000,1551,53671.90000000,323770.06015000,0
2021-05-06 05:44:59.999,1620271800000,6.02590000,6.03580000,5.88560000,5.90950000,210976.10000000,1620272699999,1255998.75093000,2217,92295.80000000,550401.63775000,0
